2024-06-13 16:21:33 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 4268
2024-06-13 16:21:33 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-06-13 16:21:33 0 [Note] InnoDB: Uses event mutexes
2024-06-13 16:21:33 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-06-13 16:21:33 0 [Note] InnoDB: Number of pools: 1
2024-06-13 16:21:33 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 1670435
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=233] with future log sequence number 1674458
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=16, page number=3] with future log sequence number 1674478
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 1674458
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=232] with future log sequence number 1674217
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 1674217
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 1674173
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 1674173
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=230] with future log sequence number 1674129
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=367] with future log sequence number 1674129
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=229] with future log sequence number 1674085
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 1674085
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=228] with future log sequence number 1674041
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 1674041
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=227] with future log sequence number 1673997
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=364] with future log sequence number 1673997
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=226] with future log sequence number 1673953
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 1673953
2024-06-25 20:18:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=225] with future log sequence number 1673909
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1703723 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1703723 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1507897 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1507897 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1507936 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1507936 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1507975 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1507975 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1704914 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1704914 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1704953 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1704953 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1705008 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1705008 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1706184 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1706184 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1517361 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1517361 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1539864 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 1539864 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1517439 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1517439 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 1517478 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 1517478 is in the future! Current system log sequence number 399175.
2024-06-25 20:18:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
